X,Y,TAM1,TAM2,TAM3,TAM4,TAM5,COLOR
4,16,7,56,80,6,31,1
19,4,34,46,55,29,96,1
78,73,20,40,40,63,33,0
79,44,81,55,76,25,35,0
63,51,47,15,97,75,39,0
48,29,76,29,64,91,70,0
73,89,23,29,5,29,7,1
47,26,62,84,25,20,90,0
97,86,71,26,67,63,29,1
82,17,7,85,26,92,13,0
26,44,29,72,82,42,25,0
24,11,93,95,98,47,61,1
20,35,52,22,2,82,86,0
80,0,21,69,39,96,85,1
22,64,89,82,62,12,31,0
42,71,56,98,61,52,38,0
81,76,24,7,16,95,36,0
9,92,60,51,89,79,33,1
40,29,69,16,88,81,14,0
94,96,43,91,99,99,55,1
87,54,10,90,71,72,59,1
80,17,45,32,42,60,85,0
88,93,86,43,70,27,11,1
42,10,67,19,53,17,37,1
80,57,59,15,12,95,0,0
82,17,71,46,58,24,84,0
14,82,51,88,23,12,57,1
23,38,60,2,89,86,98,0
57,36,59,73,39,35,89,0
40,85,50,48,30,32,62,1
13,4,5,34,97,23,83,1
33,72,68,50,89,85,62,0
3,8,35,34,87,43,14,1
32,38,78,76,66,51,61,0
48,16,43,7,15,70,30,0
71,96,27,93,96,9,53,1
6,46,17,51,7,98,49,1
31,1,59,96,1,17,55,1
54,90,42,42,62,46,92,1
39,46,94,54,92,81,77,0
89,54,4,9,48,60,43,1
12,71,18,98,40,17,76,1
84,23,43,66,60,68,42,0
38,1,77,28,3,98,54,1
54,67,49,35,79,93,64,0
13,29,13,56,92,21,59,1
54,56,47,2,95,5,65,0
49,47,90,6,14,1,11,0
18,23,86,41,6,5,9,0
62,15,65,30,61,4,51,1
92,11,14,98,40,82,70,1
4,92,13,90,33,56,51,1
67,49,58,50,0,43,44,0
51,32,65,53,88,89,10,0
96,61,62,64,59,76,59,1
17,69,10,28,56,21,62,0
69,51,2,51,94,50,31,0
37,78,85,82,74,7,88,0
8,27,80,97,38,62,2,1
44,5,30,3,43,95,37,1
3,12,51,30,55,78,68,1
5,22,59,97,48,94,11,1
83,71,15,16,94,60,80,0
80,27,16,20,51,0,24,0
1,58,1,22,55,79,39,1
57,73,72,11,88,71,57,0
17,96,39,54,30,93,98,1
8,79,42,71,24,17,88,1
55,94,78,49,46,87,39,1
46,78,55,20,92,37,27,0
4,9,41,73,59,50,12,1
15,74,99,46,45,91,20,1
40,76,7,3,38,29,71,0
19,44,35,78,74,69,49,0
57,37,61,99,6,84,76,0
8,34,36,22,79,96,24,1
15,20,46,77,12,92,19,1
32,75,76,93,77,60,89,0
70,79,34,54,42,81,8,0
84,27,76,54,69,96,5,0
60,14,93,73,10,37,92,1
62,30,51,74,14,25,34,0
29,69,70,62,65,99,79,0
82,71,88,30,3,73,14,0
91,19,32,57,50,43,53,1
31,91,22,8,53,86,45,1
66,60,20,19,44,14,84,0
34,29,93,4,84,97,8,0
33,30,68,71,35,1,66,0
15,46,83,86,5,92,40,1
80,92,37,28,40,69,8,1
9,7,33,45,90,67,34,1
73,7,17,10,66,63,43,1
51,33,85,81,89,67,88,0
82,48,59,99,85,44,26,0
29,36,28,57,43,25,7,0
99,71,77,13,91,22,77,1
64,22,28,6,33,26,95,0
85,73,60,90,13,78,11,1
14,97,86,42,51,93,79,1
20,39,53,78,11,74,15,0
79,90,16,86,25,78,31,1
94,15,72,41,4,67,67,1
39,96,81,38,96,54,26,1
71,90,29,98,95,93,64,1
66,25,89,19,96,54,78,0
14,86,93,47,90,99,11,1
92,23,9,77,10,86,35,1
0,50,70,35,87,0,97,1
68,6,11,55,42,56,55,1
77,35,84,40,14,51,66,0
51,12,26,61,24,90,36,1
29,4,19,52,1,21,81,1
34,19,47,56,87,12,61,0
40,29,6,88,56,5,81,0
15,10,82,78,27,57,60,1
93,50,23,14,85,8,20,1
60,78,6,8,84,2,88,0
70,91,55,99,99,24,50,1
47,62,10,49,88,68,79,0
88,39,43,63,53,47,85,1
72,92,97,93,58,47,46,1
52,99,50,33,77,17,81,1
79,0,54,82,44,51,64,1
3,98,71,62,9,12,49,1
16,38,77,51,81,48,3,0
67,17,88,40,90,33,96,0
90,59,9,74,34,23,17,1
15,39,16,63,30,66,34,1
43,40,80,11,6,93,45,0
68,77,49,75,58,16,13,0
85,21,1,35,44,32,2,1
46,69,13,46,26,29,17,0
1,49,44,89,44,70,38,1
10,20,93,21,2,64,19,1
61,18,50,33,78,89,82,0
76,31,1,61,3,63,55,0
73,47,13,47,0,23,64,0
95,66,2,65,67,37,65,1
38,83,51,29,65,81,58,0
22,1,91,26,20,8,77,1
69,12,32,70,14,51,61,1
73,67,54,4,55,48,35,0
85,73,72,47,39,45,72,1
81,25,91,21,96,33,86,0
32,96,60,35,59,48,83,1
74,44,28,36,51,43,70,0
38,16,52,62,5,34,96,0
19,20,44,48,92,78,19,0
95,47,10,7,23,34,70,1
35,6,26,78,77,7,17,1
84,80,52,53,95,80,12,0
54,26,31,77,95,36,78,0
94,4,56,66,38,2,36,1
90,64,58,27,19,31,16,1
15,78,75,39,56,68,84,1
20,90,99,62,93,4,25,1
3,53,88,34,52,87,42,1
60,14,65,9,93,34,12,1
37,5,25,67,61,6,97,1
36,9,61,22,45,84,23,1
39,75,11,45,37,44,18,0
9,95,76,5,51,84,38,1
33,14,47,2,82,92,18,1
93,93,57,2,43,7,89,1
27,38,99,43,8,2,89,0
25,15,44,73,71,32,5,1
76,81,84,19,61,81,60,0
88,32,85,33,75,62,95,1
85,39,89,33,58,33,77,1
33,62,16,31,68,73,69,0
63,28,92,74,37,82,56,0
32,5,20,58,45,3,25,1
20,37,2,56,67,65,29,0
87,69,47,60,29,82,39,1
3,28,91,31,37,62,50,1
16,88,98,63,22,6,65,1
46,24,94,36,72,92,18,0
12,60,18,34,14,96,95,1
84,7,22,65,37,20,31,1
77,28,52,3,75,76,32,0
54,1,0,90,97,36,11,1
56,73,35,14,56,53,56,0
78,39,27,54,31,21,99,0
6,47,1,34,21,40,95,1
83,55,32,85,81,6,76,0
11,79,28,27,0,57,44,1
46,3,50,41,54,94,11,1
99,33,19,27,38,15,14,1
9,54,0,38,75,0,41,1
70,18,39,0,62,13,49,0
25,29,69,81,53,46,53,0
36,36,83,27,13,59,81,0
28,12,42,81,75,52,92,1
95,68,60,7,96,20,47,1
73,34,7,98,77,99,19,0
5,81,12,61,88,44,18,1
43,19,78,87,21,2,92,0
97,26,33,87,4,35,8,1
17,78,34,48,37,36,91,0
40,86,67,92,12,48,32,1
49,45,63,25,63,8,51,0
31,96,20,72,23,63,16,1
5,27,79,30,81,65,73,1
6,12,44,58,51,82,97,1
10,17,91,38,19,36,68,1
89,11,54,52,54,96,22,1
10,60,97,43,20,58,63,1
72,88,86,57,68,92,41,1
39,49,69,41,9,42,22,0
25,88,68,44,31,84,43,1
72,42,61,81,47,31,44,0
36,16,54,29,96,39,30,0
93,37,98,97,7,50,84,1
33,25,71,52,80,12,92,0
64,87,34,76,3,29,69,1
36,91,13,99,51,86,86,1
17,15,72,55,19,64,8,1
61,41,13,18,84,15,35,0
30,19,41,71,6,93,65,0
93,75,76,91,99,97,39,1
77,66,46,98,50,96,60,0
42,11,68,0,29,45,81,1
75,16,81,95,22,17,29,0
76,38,27,69,74,71,79,0
14,79,92,30,5,59,52,1
82,69,6,40,14,9,17,0
23,93,47,3,37,75,62,1
81,59,52,17,49,78,4,0
48,42,19,59,97,12,91,0
67,59,59,46,83,46,81,0
2,40,87,89,46,65,76,1
27,12,8,67,21,47,15,1
20,90,46,83,78,70,6,1
1,33,30,99,20,15,37,1
49,95,22,50,40,28,32,1
29,41,1,49,9,25,83,0
65,53,93,95,47,67,15,0
50,67,11,44,63,35,94,0
7,71,88,40,43,92,10,1
54,27,42,76,80,42,17,0
28,76,35,4,59,66,6,0
57,35,71,69,0,51,88,0
60,84,78,5,70,68,1,0
98,54,40,51,66,92,92,1
37,33,27,61,18,15,33,0
13,55,4,78,96,27,95,1
69,44,35,99,11,41,20,0
37,22,42,17,36,79,1,0
47,58,28,29,1,67,74,0
83,54,54,71,33,46,45,0
83,97,28,18,67,4,58,1
43,22,30,94,71,60,9,0
21,87,75,85,43,36,6,1
40,46,38,16,24,67,98,0
0,81,99,87,70,25,80,1
45,2,81,40,87,64,39,1
48,92,14,12,92,87,75,1
85,9,44,43,61,82,84,1
88,96,46,27,15,20,83,1
25,94,47,25,11,47,6,1
13,51,55,26,85,63,22,1
87,31,1,62,89,20,91,1
73,71,77,60,84,65,41,0
61,62,9,76,43,89,92,0
17,59,92,42,17,93,35,0
6,1,73,14,2,94,89,1
9,34,74,40,87,50,30,1
98,19,19,33,50,53,63,1
10,42,6,38,51,27,37,1
16,9,63,16,35,11,17,1
94,2,60,88,3,72,0,1
41,76,19,14,45,97,66,0
6,1,27,51,41,68,36,1
39,1,49,81,99,5,2,1
8,60,40,73,52,60,29,1
47,84,78,74,76,93,9,0
89,78,65,64,63,35,30,1
47,80,60,44,3,65,49,0
81,87,29,45,46,60,1,1
36,10,33,44,73,71,23,1
93,4,0,68,66,93,93,1
17,43,18,39,56,92,62,0
71,66,36,98,28,54,13,0
33,42,58,32,35,54,97,0
5,50,78,45,50,34,86,1
76,41,18,50,12,28,3,0
69,61,14,23,12,83,8,0
66,17,71,69,25,65,76,0
90,40,1,33,55,74,43,1
0,45,83,54,16,85,71,1
26,29,77,59,30,57,90,0
16,6,51,81,94,72,56,1
27,1,63,44,39,35,14,1
42,2,36,73,22,64,4,1
12,61,4,92,40,13,0,1
55,25,60,87,64,97,84,0
5,30,86,44,10,72,73,1
65,80,13,6,83,53,78,0
18,36,65,77,72,94,37,0
21,75,30,90,73,32,61,0
84,80,10,58,0,69,60,0
24,32,5,28,53,14,56,0
34,51,90,38,63,25,81,0
21,76,27,36,6,58,66,0
89,58,30,31,89,89,31,1
29,30,16,2,59,79,93,0
66,67,89,8,30,1,28,0
92,82,27,28,64,57,71,1
46,54,71,20,37,28,80,0
87,6,45,81,24,48,1,1
84,45,39,3,81,36,5,0
8,49,88,23,59,2,18,1
70,31,6,55,92,99,89,0
79,1,82,26,86,37,86,1
99,43,28,19,16,79,85,1
30,17,93,63,55,66,87,0
7,4,79,75,58,83,33,1
72,26,23,54,12,3,82,0
34,88,86,41,5,77,0,1
43,56,58,39,21,9,56,0
72,96,27,69,12,26,48,1
70,70,0,66,15,17,2,0
96,95,17,11,6,53,0,1
91,24,85,89,25,20,99,1
87,93,12,15,91,97,88,1
58,95,40,47,85,15,6,1
19,18,65,7,62,3,99,0
10,88,33,16,33,18,25,1
92,98,2,52,1,90,51,1
85,21,31,96,13,51,76,1
39,73,57,85,36,45,87,0
29,20,67,84,75,66,87,0
96,16,53,66,71,85,69,1
80,68,24,29,85,1,17,0
4,9,18,86,20,33,72,1
37,49,8,56,37,30,90,0
53,16,9,35,41,89,2,0
95,24,4,38,23,65,32,1
97,46,74,87,54,42,83,1
84,63,17,42,78,93,5,0
47,52,88,45,68,64,69,0
17,27,4,59,15,17,57,0
36,68,13,23,43,99,20,0
81,59,39,65,79,26,9,0
11,19,30,42,60,19,19,1
52,27,2,23,67,85,26,0
88,76,71,81,32,38,69,1
54,91,78,86,30,41,93,1
2,20,85,7,73,40,76,1
28,76,64,93,50,5,46,0
33,53,27,97,3,97,1,0
53,51,19,94,70,54,15,0
69,89,63,41,23,46,31,1
34,81,55,73,81,71,96,0
1,45,60,66,43,20,94,1
96,53,34,25,26,7,14,1
19,96,53,66,33,52,29,1
0,4,91,6,93,17,59,1
2,79,46,52,88,6,38,1
66,20,34,72,19,65,11,0
67,75,12,92,37,44,46,0
15,17,23,46,32,59,25,1
45,94,18,90,17,96,78,1
37,50,81,30,74,60,62,0
44,77,87,88,44,80,47,0
73,72,96,90,6,64,49,0
14,30,34,4,53,51,79,1
28,79,23,37,91,99,28,0
88,17,95,35,68,5,16,1
29,1,32,71,97,87,23,1
85,50,8,72,34,52,15,1
32,91,78,15,5,84,82,1
30,19,56,59,59,14,95,0
63,82,99,19,15,6,85,0
61,98,46,27,78,56,0,1
73,71,79,35,45,51,65,0
77,85,97,35,21,88,28,1
80,16,93,35,0,75,65,0
26,11,69,37,23,18,66,1
78,82,52,42,11,8,25,0
55,47,10,86,94,76,34,0
90,59,62,28,94,2,34,1
56,55,94,29,45,34,98,0
54,40,68,88,18,80,46,0
40,1,70,46,16,99,95,1
11,42,55,22,7,56,85,1
90,31,95,26,60,57,10,1
49,56,63,97,74,8,59,0
41,3,42,76,80,4,53,1
37,34,80,51,65,78,89,0
71,51,47,16,54,14,64,0
96,97,12,25,87,40,91,1
31,90,81,70,47,12,73,1
42,78,56,40,95,34,70,0
11,60,57,32,24,21,75,1
64,74,45,92,24,78,1,0
98,96,16,55,73,26,36,1
0,86,73,10,86,25,18,1
22,31,22,20,23,2,90,0
92,80,66,94,8,37,39,1
19,7,64,81,42,62,90,1
58,30,27,44,27,17,17,0
66,89,78,76,87,15,24,1
97,60,89,89,53,51,86,1
51,55,23,86,81,64,81,0
34,11,20,60,86,72,69,1
73,19,69,10,43,73,29,0
3,28,23,80,90,69,86,1
32,31,60,14,14,91,68,0
8,62,23,33,47,30,93,1
70,12,81,58,96,32,90,1
6,12,1,13,71,24,0,1
47,53,97,34,92,2,94,0
94,17,62,6,23,76,36,1
3,53,26,68,80,41,91,1
81,27,75,99,11,34,43,0
92,35,26,51,72,86,65,1
23,43,72,17,85,53,86,0
98,45,23,41,93,56,11,1
36,87,11,85,88,15,83,1
24,89,64,77,49,91,60,1
53,64,35,17,18,39,40,0
39,74,99,79,65,13,40,0
4,85,95,68,92,94,40,1
36,78,8,19,68,12,18,0
56,65,25,62,21,87,47,0
29,16,2,83,32,7,1,0
30,21,65,83,26,25,11,0
25,23,5,31,83,85,68,0
77,65,76,35,93,62,36,0
93,67,45,76,27,23,24,1
56,86,4,66,61,88,86,1
58,70,48,79,18,28,32,0
36,23,82,65,23,36,61,0
22,52,42,44,22,73,18,0
44,84,90,31,41,89,47,0
99,74,66,97,70,63,81,1
63,61,91,66,91,40,30,0
55,45,54,50,41,5,74,0
71,16,95,52,5,82,18,0
13,49,41,84,52,29,17,1
92,86,63,16,18,41,49,1
75,68,73,19,2,13,12,0
81,53,49,22,3,94,1,0
46,66,82,39,17,17,31,0
17,53,10,48,48,20,59,0
73,50,70,14,18,32,53,0
67,91,15,87,2,81,16,1
9,96,11,14,89,91,83,1
93,26,24,94,40,15,30,1
28,69,4,63,66,70,12,0
22,30,43,39,37,74,85,0
78,81,50,32,25,68,80,0
81,2,28,62,77,38,85,1
18,92,58,66,37,51,92,1
82,76,24,76,97,96,2,0
25,37,46,7,0,91,78,0
32,59,6,24,48,89,94,0
38,55,22,86,56,57,5,0
73,59,65,9,15,8,15,0
85,11,8,45,32,76,11,1
2,4,0,86,88,43,16,1
70,19,43,20,61,37,89,0
84,46,88,99,36,32,12,0
93,56,30,1,39,23,88,1
51,73,85,29,27,28,76,0
16,60,86,56,26,39,91,0
77,14,94,79,78,30,5,1
1,55,70,9,98,55,90,1
75,48,11,70,73,11,22,0
55,60,63,61,83,3,69,0
52,53,97,55,14,10,17,0
72,1,94,47,68,78,67,1
26,23,86,78,67,80,14,0
47,51,1,76,36,48,69,0
52,53,61,96,81,58,65,0
88,81,39,24,24,36,6,1
33,84,58,81,53,81,45,0
93,3,62,2,23,21,73,1
17,43,80,73,50,57,74,0
28,46,69,76,67,60,30,0
69,90,0,22,60,99,27,1
33,7,60,16,59,36,27,1
39,96,0,69,82,29,60,1
11,5,20,85,31,45,30,1
16,3,4,73,84,65,10,1
74,8,99,5,53,52,49,1
55,46,4,71,94,69,31,0
39,73,16,10,59,14,37,0
82,94,30,42,85,5,89,1
19,16,43,47,13,13,90,0
91,53,23,78,66,87,66,1
24,72,31,6,65,96,80,0
84,75,85,75,13,4,26,0
36,8,72,89,69,84,52,1
20,40,14,97,49,73,43,0
20,35,70,54,0,62,80,0
19,90,81,70,4,75,7,1
17,80,98,64,11,75,53,0
20,39,40,95,2,11,26,0
36,43,74,78,91,6,60,0
73,7,31,76,4,96,96,1
30,52,13,35,76,19,82,0
35,49,98,10,51,16,93,0
4,90,88,20,54,26,61,1
38,56,37,99,70,50,6,0
61,89,12,40,89,21,63,1
45,54,49,46,30,30,1,0
89,21,82,24,16,75,52,1
8,97,0,83,16,34,55,1
19,73,70,22,81,71,5,0
40,64,26,23,28,37,83,0
92,12,85,13,71,62,42,1
57,59,7,34,96,88,45,0
31,93,97,74,57,25,99,1
99,58,82,1,83,71,59,1
35,82,97,64,54,55,48,0
23,75,56,51,31,70,49,0
66,85,37,72,17,84,65,1
35,22,75,82,18,7,19,0
83,28,36,82,11,70,53,0
19,48,40,7,55,49,27,0
74,33,40,93,79,78,0,0
98,86,77,9,6,11,41,1
93,35,6,75,97,60,99,1
68,25,63,21,10,11,28,0
78,22,91,20,72,67,71,0
34,10,28,41,77,96,7,1
83,29,90,55,57,71,10,0
31,50,64,73,51,42,77,0
54,99,40,37,44,14,73,1
62,32,26,81,77,18,95,0
78,95,81,82,20,47,73,1
51,40,31,39,30,66,78,0
9,88,50,43,41,13,44,1
47,5,85,28,75,42,98,1
81,50,76,90,78,82,84,0
52,45,2,27,44,64,67,0
17,15,70,43,58,87,21,1
3,64,23,66,64,35,45,1
22,91,0,92,75,11,46,1
58,12,51,34,72,50,58,1
33,49,39,27,96,8,34,0
47,34,46,16,70,28,89,0
39,56,41,61,1,88,12,0
38,40,8,11,31,28,26,0
45,87,74,60,59,26,39,1
92,67,73,13,20,77,0,1
99,94,21,2,9,9,92,1
27,3,5,61,21,99,4,1
87,71,65,25,26,26,51,1
96,90,95,5,67,63,28,1
95,0,10,65,24,69,96,1
46,15,85,64,74,37,32,1
76,99,6,68,87,57,25,1
85,72,39,75,25,35,35,1
60,91,43,52,81,0,54,1
98,75,33,95,47,76,47,1
61,39,45,34,24,58,40,0
25,10,96,27,80,48,26,1
88,93,56,4,6,46,97,1
94,61,2,60,94,91,63,1
29,86,39,11,26,18,22,1
1,56,36,11,58,22,66,1
70,85,43,48,75,33,33,1
73,82,69,17,11,81,7,0
97,42,31,48,99,9,68,1
52,85,77,0,76,69,90,1
20,75,61,38,16,57,90,0
52,95,2,89,89,50,94,1
89,77,55,40,44,40,38,1
35,87,68,17,89,85,25,1
21,95,4,63,29,77,0,1
40,83,78,64,21,20,29,0
98,20,97,60,88,28,91,1
14,53,3,70,66,98,54,1
90,38,56,15,87,2,4,1
9,83,62,44,81,77,17,1
22,41,56,60,75,18,89,0
49,77,13,12,95,52,81,0
69,44,11,40,42,71,83,0
46,5,83,39,78,90,85,1
6,95,85,5,5,9,10,1
26,52,50,30,47,42,42,0
68,7,90,60,50,9,59,1
57,24,22,77,99,63,83,0
69,45,73,27,77,16,70,0
9,64,32,58,6,12,15,1
88,22,74,47,90,96,37,1
42,12,58,22,18,84,40,1
33,83,86,53,67,92,85,0
31,12,72,33,0,41,39,1
26,17,60,5,35,21,28,0
56,29,26,68,72,37,83,0
22,67,48,21,42,79,2,0
7,89,19,99,0,42,63,1
62,4,48,30,62,17,93,1
44,69,71,91,11,68,72,0
47,50,29,40,15,74,81,0
42,13,44,15,97,45,86,1
49,54,15,1,25,1,19,0
63,5,41,73,25,65,3,1
54,17,86,39,37,86,53,0
2,51,94,93,72,15,16,1
28,10,47,91,47,49,7,1
9,54,0,51,62,55,48,1
63,15,20,3,57,78,24,1
94,37,70,14,1,97,19,1
25,91,49,12,75,85,84,1
23,38,45,79,50,97,66,0
89,14,10,30,48,53,93,1
86,39,47,83,17,12,11,1
82,46,55,70,13,41,67,0
90,89,22,92,20,25,51,1
6,35,16,29,98,60,61,1
46,52,67,91,84,70,74,0
9,20,64,1,48,29,95,1
34,75,49,55,49,50,14,0
42,21,29,52,23,69,52,0
7,47,46,80,68,71,65,1
91,31,7,15,36,69,5,1
45,63,18,21,51,10,40,0
69,22,35,75,74,91,91,0
10,22,58,35,94,26,70,1
77,31,10,6,28,43,73,0
63,2,66,84,80,88,38,1
41,54,43,42,96,82,47,0
40,61,70,50,18,47,57,0
33,98,35,41,25,74,42,1
8,72,95,25,96,91,11,1
19,76,88,15,67,27,12,0
9,51,20,39,75,22,90,1
94,64,88,8,3,9,94,1
9,85,99,55,86,85,19,1
87,89,78,95,71,21,26,1
67,5,93,19,26,32,30,1
55,79,0,56,65,45,65,0
24,90,7,89,35,96,0,1
75,73,36,16,62,6,70,0
67,70,42,87,55,88,40,0
94,35,54,10,84,11,91,1
0,71,36,44,83,7,5,1
48,41,47,80,38,22,25,0
86,26,21,9,13,2,37,1
9,48,33,74,50,10,81,1
17,64,4,12,59,94,5,0
64,20,25,99,32,8,34,0
51,59,47,14,46,34,71,0
58,53,32,53,31,74,57,0
60,64,54,43,42,74,5,0
80,78,99,94,48,97,72,0
74,80,96,33,97,26,85,0
40,99,25,25,38,91,22,1
12,57,9,11,99,62,16,1
94,2,40,85,59,85,88,1
76,65,88,94,25,96,35,0
68,25,45,39,72,78,21,0
66,76,35,11,33,52,58,0
92,32,32,27,1,55,21,1
86,61,10,71,24,19,52,1
51,6,44,84,95,43,17,1
67,40,18,34,68,18,73,0
52,91,36,69,83,89,67,1
90,76,91,55,31,98,75,1
12,74,13,43,42,76,33,1
2,67,17,45,80,78,1,1
49,71,45,51,43,32,30,0
67,34,44,87,49,82,56,0
1,36,24,92,28,86,24,1
29,92,83,1,95,2,92,1
17,72,29,94,65,75,89,0
22,86,7,13,8,52,49,1
88,84,94,90,37,44,13,1
59,35,49,82,69,63,90,0
64,76,98,99,10,21,40,0
13,40,86,3,20,88,54,1
91,33,38,3,14,12,0,1
23,3,54,50,43,85,56,1
38,49,61,67,51,4,27,0
37,2,5,53,87,98,61,1
60,33,58,96,67,91,34,0
41,93,85,82,70,91,90,1
4,35,46,56,71,76,38,1
97,54,5,21,34,15,56,1
79,88,43,26,60,3,13,1
46,69,90,89,4,15,72,0
23,52,98,95,82,83,84,0
62,84,60,54,98,47,76,0
97,50,84,12,19,45,11,1
96,49,39,86,68,46,33,1
95,12,35,46,74,8,61,1
35,75,23,50,1,93,45,0
51,57,3,54,43,45,0,0
2,72,16,43,65,57,18,1
88,85,3,24,28,88,7,1
60,38,60,5,21,92,95,0
22,31,87,99,29,53,44,0
29,0,34,93,40,26,77,1
87,4,98,95,90,73,72,1
69,83,33,96,53,83,4,0
47,32,90,53,60,8,78,0
39,80,60,64,73,5,2,0
61,54,33,58,80,59,54,0
67,64,9,4,63,41,54,0
48,45,81,90,31,67,41,0
59,90,24,92,55,10,42,1
30,3,39,62,0,87,46,1
99,86,26,10,80,72,75,1
14,88,49,64,34,87,80,1
88,84,15,63,96,78,38,1
92,89,77,37,58,7,6,1
82,1,47,53,69,75,12,1
30,96,64,6,37,14,79,1
54,61,86,39,16,85,62,0
48,55,28,30,36,9,74,0
72,44,37,7,63,24,16,0
24,74,28,2,1,3,66,0
70,35,64,97,82,14,11,0
42,83,54,52,76,37,28,0
96,67,41,29,1,90,25,1
47,1,41,70,49,55,93,1
12,18,49,77,41,81,9,1
77,50,98,83,41,40,26,0
73,43,62,9,7,31,88,0
99,0,33,8,71,41,35,1
25,36,18,62,29,37,50,0
38,11,63,48,88,51,20,1
80,83,15,26,48,6,53,0
72,5,24,58,49,58,80,1
76,23,80,73,21,34,89,0
36,1,69,85,4,70,43,1
76,94,78,97,5,11,37,1
22,72,73,89,83,12,50,0
89,7,76,67,32,12,73,1
81,33,34,16,24,72,43,0
80,68,85,57,60,11,30,0
36,56,59,15,59,58,85,0
37,82,56,0,3,12,69,0
21,39,88,96,36,21,87,0
11,1,13,18,25,78,74,1
37,35,12,99,50,86,20,0
25,21,91,94,42,26,30,0
59,23,87,91,54,64,90,0
68,94,87,15,46,40,46,1
58,21,66,72,24,88,51,0
84,8,11,63,67,58,55,1
10,36,91,81,93,35,69,1
98,54,35,57,18,9,25,1
15,53,36,59,25,80,72,1
66,19,55,63,27,99,17,0
86,66,81,83,23,97,82,1
4,56,94,12,92,32,85,1
14,35,31,30,7,29,83,1
37,91,8,67,94,10,87,1
86,42,53,32,7,83,72,1
38,21,22,79,12,1,60,0
79,87,25,17,71,23,21,1
22,92,87,36,21,20,28,1
60,19,89,3,45,87,12,0
97,7,50,44,7,19,25,1
11,10,12,71,11,3,68,1
11,29,29,93,80,80,53,1
69,65,6,70,80,2,28,0
93,55,63,45,57,15,63,1
59,93,40,4,83,33,11,1
71,7,28,52,22,97,84,1
2,89,35,41,98,4,35,1
89,92,74,5,57,59,7,1
75,13,98,0,71,73,32,1
91,93,45,64,79,38,12,1
11,64,96,78,27,99,74,1
35,11,15,47,79,40,82,1
81,46,15,52,20,66,69,0
84,1,28,46,93,22,53,1
0,77,13,61,27,67,33,1
51,5,71,35,27,81,38,1
36,47,67,46,78,34,55,0
98,36,15,41,32,96,84,1
11,9,50,12,12,45,25,1
50,83,83,41,90,70,63,0
14,87,98,79,50,24,58,1
48,79,13,38,93,76,87,0
48,46,9,99,48,92,10,0
21,76,73,25,39,90,32,0
11,65,59,50,26,55,31,1
47,56,95,29,84,72,72,0
55,59,54,58,72,65,70,0
45,87,55,98,45,97,37,1
26,42,1,72,59,25,81,0
77,79,71,6,74,59,97,0
91,50,84,44,87,79,65,1
63,47,63,53,82,0,28,0
64,26,66,28,80,77,18,0
23,74,7,71,58,9,33,0
68,5,57,10,19,62,42,1
90,12,14,20,53,8,18,1
10,8,70,26,27,64,41,1
75,95,41,32,62,69,78,1
67,84,37,71,95,4,54,0
67,68,63,98,63,64,11,0
14,35,67,10,71,10,92,1
35,26,58,23,75,64,74,0
31,49,24,82,48,5,4,0
5,46,15,46,1,50,14,1
78,75,14,29,77,83,49,0
53,48,87,49,36,96,81,0
15,45,3,49,9,69,54,1
35,71,19,5,97,10,83,0
38,11,64,83,66,90,55,1
54,32,16,57,19,99,29,0
83,18,28,67,76,68,46,0
23,71,61,37,55,64,36,0
73,54,85,76,48,35,20,0
27,15,81,15,15,82,26,1
48,39,16,83,44,46,33,0
93,54,70,95,48,39,62,1
5,5,98,81,84,7,93,1
49,39,75,13,67,47,48,0
67,26,88,35,28,18,68,0
20,49,37,84,47,37,66,0
98,32,59,12,21,16,40,1
86,53,31,75,38,58,60,1
23,33,66,15,89,81,38,0
79,82,77,66,40,87,87,0
2,97,53,41,35,6,57,1
15,88,68,17,74,60,15,1
89,99,72,89,60,46,57,1
2,9,85,86,82,26,55,1
56,49,44,57,21,14,27,0
14,39,12,81,4,78,77,1
53,39,64,97,31,4,72,0
53,1,0,13,49,94,30,1
89,44,80,16,28,32,11,1
63,73,68,73,10,0,55,0
93,80,92,62,36,98,54,1
45,98,98,26,83,5,84,1
59,79,67,16,3,4,32,0
78,80,91,42,81,56,2,0
16,63,15,78,79,91,40,0
86,98,61,24,35,73,1,1
57,71,50,24,73,48,90,0
93,28,16,13,58,44,28,1
97,80,89,25,56,85,75,1
84,82,96,88,73,0,84,0
91,3,40,96,3,69,25,1
58,15,24,23,12,85,69,1
98,78,81,35,8,5,12,1
8,13,40,26,55,32,55,1
20,29,36,92,51,74,80,0
60,69,36,3,34,32,6,0
27,90,58,37,61,14,37,1
46,85,5,1,21,57,56,1
19,65,99,51,26,69,65,0
6,81,18,72,70,35,35,1
77,87,70,61,14,87,84,1
54,13,99,9,49,23,95,1
62,89,79,19,80,5,10,1
14,21,88,58,47,2,24,1
63,85,4,45,71,25,49,1
56,75,7,22,45,91,94,0
64,91,4,46,15,14,90,1
35,81,2,14,21,12,99,0
90,12,29,62,6,13,95,1
75,62,30,3,70,84,62,0
34,72,51,98,72,56,98,0
71,9,31,4,69,61,90,1
18,75,78,43,65,84,43,0
71,63,98,55,77,60,20,0
5,96,89,1,48,10,15,1
73,16,92,35,73,33,89,0
55,3,50,20,73,24,24,1
