X,Y,X_ALE,ALE,COLOR
1,55,116,20,1
1,88,100,54,1
1,32,145,90,3
1,85,130,98,1
1,10,154,88,1
1,12,116,99,1
1,32,80,20,3
1,71,138,53,1
1,36,86,57,3
1,93,96,15,1
1,59,26,15,1
1,8,156,58,1
1,28,161,97,3
1,96,103,92,1
1,22,97,85,1
1,30,79,15,3
1,94,112,52,1
1,33,131,65,0
1,70,38,9,0
1,78,129,55,0
1,65,56,5,0
1,41,71,50,0
1,14,98,59,1
1,62,186,96,1
1,67,110,89,0
1,27,156,92,3
1,6,124,69,1
1,36,123,87,2
1,11,32,9,1
1,26,77,74,1
1,45,59,6,2
1,28,137,53,0
1,64,150,81,0
1,44,127,79,2
1,72,64,63,1
1,97,105,45,1
1,51,155,68,1
1,27,193,95,1
1,83,109,91,0
1,24,84,32,0
1,94,98,80,1
1,14,10,1,1
1,85,102,29,1
1,85,116,75,1
1,54,34,14,0
1,84,76,55,0
1,90,70,9,1
1,22,165,67,1
1,73,63,32,0
1,16,158,79,0
1,86,141,48,1
1,56,83,73,1
1,57,55,30,0
1,75,21,19,1
1,7,66,7,1
1,36,73,59,1
1,72,71,44,0
1,93,41,26,1
1,45,101,87,1
1,10,154,91,1
1,76,64,35,0
1,39,171,86,1
1,44,46,2,2
1,6,74,70,1
1,89,64,19,1
1,18,162,68,1
1,58,64,42,0
1,18,129,84,0
1,11,147,59,1
1,70,76,23,0
1,93,83,81,1
1,83,118,35,0
1,68,130,84,0
1,75,106,72,0
1,79,166,94,0
1,51,147,55,1
1,36,75,20,3
1,65,163,94,0
1,50,122,86,2
1,75,40,15,0
1,16,43,22,0
1,7,168,86,1
1,26,85,8,0
1,84,108,68,0
1,6,63,49,1
1,67,118,86,0
1,47,105,36,0
1,86,46,27,1
1,12,110,66,1
1,43,127,79,2
1,30,124,39,1
1,69,108,20,1
1,44,93,43,2
1,85,143,95,1
1,46,75,16,3
1,83,122,97,0
1,38,70,0,0
1,53,77,26,2
1,23,87,80,1
1,47,164,67,1
1,30,196,98,1
1,75,90,20,0
1,27,5,4,1
1,46,112,87,0
1,43,43,42,1
1,72,54,52,1
1,3,101,54,1
1,35,138,98,3
1,17,165,77,1
1,23,83,40,0
1,88,105,7,1
1,10,71,0,1
1,22,97,93,1
1,52,67,27,2
1,84,105,72,0
1,25,138,48,1
1,16,107,38,0
1,31,87,2,1
1,67,45,38,1
1,86,116,17,1
1,4,157,95,1
1,39,167,79,1
1,96,169,83,1
1,3,79,28,1
1,27,155,65,1
1,24,72,6,0
1,88,127,32,1
1,92,168,73,1
1,1,99,82,1
1,75,86,24,0
1,45,88,8,0
1,16,68,49,0
1,53,71,39,3
1,58,65,18,3
1,89,172,84,1
1,14,160,96,1
1,8,91,30,1
1,86,87,13,1
1,28,37,20,0
1,83,77,10,0
1,16,156,61,1
1,10,106,91,1
1,7,97,78,1
1,8,79,26,1
1,74,54,52,1
1,2,133,92,1
1,27,37,29,1
1,90,42,30,1
1,11,56,52,1
1,70,141,45,1
1,24,112,33,0
1,47,71,37,3
1,38,42,40,1
1,65,64,11,0
1,8,79,8,1
1,60,61,43,0
1,80,40,6,0
1,27,51,37,1
1,1,92,74,1
1,18,68,21,0
1,11,59,50,1
1,13,129,72,1
1,60,46,35,1
1,6,97,50,1
1,77,91,41,0
1,40,73,3,0
1,31,145,51,1
1,34,91,55,3
1,36,111,68,2
1,30,57,28,3
1,80,138,61,0
1,43,38,30,1
1,88,29,19,1
1,79,100,95,1
1,75,24,1,0
1,45,147,76,0
1,78,22,21,1
1,56,105,28,0
1,33,98,60,3
1,3,91,23,1
1,36,159,70,1
1,92,74,71,1
1,80,175,82,1
1,29,91,73,0
1,63,79,63,0
1,18,118,57,0
1,10,167,92,1
1,45,66,61,1
1,8,32,24,1
1,2,60,31,1
1,57,68,66,1
1,2,142,98,1
1,5,106,95,1
1,63,72,35,3
1,17,98,93,1
1,9,17,8,1
1,97,144,62,1
1,14,169,99,1
1,35,112,75,3
1,79,92,36,0
1,99,103,5,1
1,72,89,60,0
1,34,111,46,0
1,5,102,54,1
1,20,29,23,1
1,1,129,91,1
1,90,161,92,1
1,24,80,25,0
1,82,81,15,0
1,46,115,72,2
1,92,115,57,1
1,61,122,39,0
1,38,147,92,3
1,70,81,58,0
1,49,145,62,0
1,61,85,54,3
1,98,64,46,1
1,25,111,91,0
1,39,94,77,0
1,7,49,35,1
1,34,50,1,3
1,88,108,39,1
1,97,84,70,1
1,33,126,76,3
1,66,125,99,0
1,82,86,8,0
1,82,100,44,0
1,78,168,98,0
1,97,57,34,1
1,88,127,58,1
1,63,93,15,0
1,91,90,13,1
1,94,56,5,1
1,28,65,7,3
1,25,80,41,0
1,18,44,31,1
1,77,80,17,0
1,61,98,34,3
1,55,101,45,3
1,24,76,37,0
1,7,137,77,1
1,43,63,28,3
1,71,80,55,0
1,13,71,46,1
1,42,58,26,3
1,22,145,97,0
1,61,88,35,3
1,54,76,22,2
1,7,102,12,1
1,23,9,1,1
1,42,176,91,1
1,74,90,77,1
1,65,109,13,1
1,71,149,83,0
1,53,19,16,1
1,44,74,1,0
1,86,44,6,1
1,10,92,6,1
1,79,92,23,0
1,34,57,28,3
1,2,75,55,1
1,87,25,12,1
1,69,93,89,1
1,45,107,84,0
1,58,135,80,3
1,52,15,2,1
1,19,95,85,1
1,95,115,46,1
1,72,92,42,0
1,7,116,89,1
1,84,43,27,0
1,63,118,88,3
1,69,73,53,0
1,87,74,42,1
1,95,107,67,1
1,25,122,83,0
1,6,66,15,1
1,46,137,93,2
1,28,73,71,1
1,79,81,23,0
1,65,114,22,1
1,45,35,13,0
1,70,194,96,1
1,11,23,20,1
1,94,101,93,1
1,31,182,90,1
1,6,99,54,1
1,76,138,84,0
1,77,81,41,0
1,90,173,87,1
1,17,81,69,1
1,49,70,34,2
1,54,147,72,0
1,80,71,37,0
1,78,23,5,0
1,24,54,14,0
1,94,115,42,1
1,5,42,15,1
1,43,14,14,1
1,54,63,56,1
1,99,111,74,1
1,81,143,44,1
1,23,109,34,0
1,88,105,74,1
1,35,124,70,3
1,8,36,2,1
1,52,81,38,2
1,76,96,93,1
1,52,131,36,1
1,40,76,39,2
1,59,59,52,1
1,8,107,40,1
1,49,62,26,2
1,40,68,9,3
1,8,23,11,1
1,90,146,85,1
1,79,71,8,0
1,84,30,21,1
1,7,127,68,1
1,39,76,3,0
1,17,109,98,1
1,89,159,84,1
1,77,87,43,0
1,60,110,97,1
1,58,14,8,1
1,57,76,75,1
1,36,92,63,3
1,30,102,78,0
1,58,60,36,0
1,43,50,39,1
1,31,187,94,1
1,53,113,33,0
1,99,43,43,1
1,66,135,55,0
1,27,72,44,3
1,87,88,47,1
1,64,58,32,3
1,15,140,83,1
1,3,82,32,1
1,99,130,38,1
1,59,160,75,1
1,28,67,51,0
1,43,151,57,1
1,10,119,62,1
1,21,107,54,0
1,90,153,61,1
1,7,47,37,1
1,40,67,59,1
1,64,30,25,1
1,82,89,57,0
1,0,73,72,1
1,95,49,30,1
1,28,26,15,1
1,37,103,20,0
1,9,152,82,1
1,18,117,52,0
1,76,8,0,1
1,65,102,72,0
1,94,74,74,1
1,99,86,21,1
1,43,8,1,1
1,50,101,4,1
1,18,146,80,0
1,74,38,26,1
1,37,25,4,0
1,5,137,84,1
1,71,138,64,0
1,80,130,89,0
1,33,68,51,0
1,84,66,29,0
1,32,104,16,1
1,58,41,40,1
1,8,97,82,1
1,27,159,97,3
1,17,129,59,0
1,48,82,4,0
1,3,13,2,1
1,87,145,49,1
1,63,53,2,3
1,45,123,86,2
1,15,159,94,1
1,71,102,84,0
1,47,58,19,2
1,13,136,56,1
1,23,112,34,0
1,66,88,32,0
1,3,6,5,1
1,30,40,30,1
1,90,121,94,1
1,24,74,51,0
1,20,59,31,0
1,10,164,67,1
1,9,115,80,1
1,6,114,49,1
1,88,165,99,1
1,2,27,19,1
1,56,111,90,0
1,28,178,87,1
1,38,120,85,3
1,0,121,48,1
1,71,27,19,1
1,25,136,48,1
1,92,83,1,1
1,73,51,26,0
1,72,44,19,0
1,56,66,10,3
1,87,45,30,1
1,72,157,97,0
1,0,89,79,1
1,71,89,11,0
1,60,120,58,3
1,68,93,14,0
1,2,96,53,1
1,84,77,2,0
1,56,83,79,1
1,51,93,41,2
1,17,139,68,0
1,62,104,43,3
1,67,108,10,1
1,83,154,79,0
1,29,117,22,1
1,85,89,0,1
1,46,107,9,1
1,61,106,66,3
1,95,98,20,1
1,38,24,13,1
1,56,101,40,3
1,3,94,44,1
1,0,96,74,1
1,88,105,29,1
1,95,36,0,1
1,91,43,12,1
1,38,76,9,0
1,93,59,40,1
1,84,86,29,0
1,36,85,23,3
1,2,102,39,1
1,4,131,77,1
1,68,94,92,1
1,75,153,54,1
1,38,140,69,0
1,79,31,30,1
1,25,8,3,1
1,46,105,89,0
1,92,109,43,1
1,15,29,9,1
1,53,36,23,1
1,27,77,36,3
1,63,123,92,3
1,46,151,54,1
1,57,115,72,3
1,66,97,77,0
1,5,62,61,1
1,94,84,24,1
1,44,34,21,1
1,2,85,81,1
1,48,48,29,0
1,12,62,59,1
1,84,18,14,1
1,45,186,94,1
1,16,192,99,1
1,43,91,24,0
1,47,91,19,0
1,44,52,4,2
1,88,121,33,1
1,19,152,60,1
1,95,92,37,1
1,72,141,99,0
1,21,112,44,0
1,25,115,49,0
1,77,123,63,0
1,24,131,52,0
1,48,53,4,2
1,15,88,75,1
1,70,152,79,0
1,0,21,5,1
1,37,79,10,0
1,26,80,63,0
1,48,68,46,0
1,93,82,67,1
1,73,112,72,0
1,68,82,61,0
1,96,36,36,1
1,37,57,6,2
1,46,162,68,1
1,15,112,31,1
1,2,139,64,1
1,53,147,63,0
1,57,140,59,0
1,8,31,2,1
1,12,46,33,1
1,37,122,53,0
1,23,83,26,0
1,7,99,27,1
1,66,43,12,0
1,72,83,70,1
1,59,51,30,0
1,60,109,54,3
1,12,127,69,1
1,56,144,67,0
1,95,95,18,1
1,80,140,65,0
1,45,24,0,0
1,0,73,58,1
1,52,86,13,0
1,44,76,47,3
1,72,30,17,1
1,24,57,41,0
1,40,78,3,0
1,54,108,85,0
1,67,102,17,1
1,78,78,35,0
1,76,72,9,0
1,45,93,30,3
1,2,154,88,1
1,27,71,61,1
1,29,152,91,3
1,42,116,75,2
1,33,148,51,1
1,74,58,6,0
1,47,66,9,3
1,68,141,53,1
1,8,100,3,1
1,51,111,39,0
1,20,49,47,1
1,11,96,70,1
1,88,66,6,1
1,5,69,42,1
1,4,37,16,1
1,75,19,15,1
1,46,176,82,1
1,42,140,55,1
1,22,132,70,0
1,9,89,39,1
1,95,0,0,1
1,44,90,10,0
1,78,87,55,0
1,13,71,8,1
1,69,103,46,0
1,88,153,82,1
1,31,7,2,1
1,12,176,91,1
1,33,145,75,0
1,68,65,6,0
1,15,37,32,1
1,96,115,18,1
1,65,135,57,0
1,44,139,92,2
1,29,137,45,1
1,52,112,20,1
1,62,153,60,1
1,90,70,31,1
1,34,94,67,3
1,10,10,4,1
1,53,104,78,3
1,94,93,34,1
1,2,145,79,1
1,61,90,38,3
1,46,33,21,1
1,13,116,58,1
1,52,61,58,1
1,16,129,57,0
1,61,188,93,1
1,3,37,9,1
1,34,54,11,3
1,51,84,63,0
1,58,94,44,3
1,88,111,48,1
1,73,95,32,0
1,61,133,58,0
1,11,68,56,1
1,37,141,78,3
1,69,112,75,0
1,60,137,48,1
1,20,147,77,0
1,79,36,26,1
1,5,22,9,1
1,9,114,74,1
1,15,61,10,1
1,56,120,65,3
1,99,118,52,1
1,24,118,57,0
1,33,121,88,3
1,14,68,62,1
1,61,87,27,3
1,92,79,30,1
1,77,150,93,0
1,89,110,81,1
1,94,106,73,1
1,95,60,11,1
1,83,99,73,0
1,56,33,15,0
1,55,160,78,0
1,34,113,88,0
1,77,134,37,1
1,69,95,34,0
1,8,174,83,1
1,53,131,46,1
1,15,80,12,1
1,93,33,14,1
1,40,87,86,1
1,95,55,13,1
1,57,80,75,1
1,29,135,56,0
1,54,126,36,1
1,68,38,27,1
1,6,153,61,1
1,35,167,79,1
1,85,91,60,1
1,16,110,52,0
1,25,47,5,0
1,50,152,77,0
1,51,62,34,3
1,59,45,45,1
1,21,75,3,0
1,59,120,65,3
1,75,16,5,1
1,18,118,25,1
1,67,52,30,0
1,32,1,1,1
1,78,105,73,0
1,27,120,83,3
1,4,48,16,1
1,79,42,6,0
1,2,176,91,1
1,52,145,56,1
1,62,21,4,0
1,12,78,65,1
1,99,123,86,1
1,53,165,88,0
1,50,145,70,0
1,10,163,92,1
1,26,88,25,3
1,32,99,61,3
1,53,119,36,0
1,99,108,86,1
1,49,63,5,3
1,45,163,69,1
1,41,85,75,1
1,13,24,13,1
1,53,84,23,3
1,70,28,15,1
1,88,50,44,1
1,25,89,34,0
1,38,30,3,3
1,43,52,41,1
1,12,95,58,1
1,79,94,14,0
1,64,74,20,3
1,82,75,12,0
1,73,132,66,0
1,49,42,27,1
1,75,20,11,1
1,3,59,25,1
1,45,112,61,2
1,99,99,9,1
1,59,97,43,3
1,63,12,8,1
1,42,109,30,0
1,5,104,45,1
1,7,88,50,1
1,47,136,49,1
1,77,184,86,1
1,36,71,41,3
1,21,85,21,0
1,19,53,50,1
1,47,128,46,0
1,25,162,75,1
1,42,133,88,2
1,77,83,31,0
1,85,61,30,1
1,72,110,62,0
1,28,84,68,0
1,51,99,58,2
1,53,38,18,0
1,46,136,42,1
1,97,36,28,1
1,50,138,68,0
1,51,78,50,3
1,66,100,10,1
1,67,133,56,0
1,36,112,92,0
1,22,107,48,0
1,75,182,94,1
1,99,120,55,1
1,90,94,48,1
1,92,75,42,1
1,89,123,54,1
1,3,193,99,1
1,53,147,94,2
1,68,149,66,0
1,52,149,94,3
1,94,145,59,1
1,41,184,87,1
1,56,113,31,0
1,63,125,76,3
1,20,73,28,0
1,68,65,53,1
1,8,121,31,1
1,15,113,65,1
1,77,157,67,1
1,30,83,35,3
1,91,22,4,1
1,86,70,38,1
1,48,105,71,3
1,0,193,98,1
1,97,80,0,1
1,43,108,49,3
1,94,125,71,1
1,2,95,61,1
1,18,43,28,1
1,31,102,14,1
1,48,96,78,0
1,23,101,63,0
1,30,95,32,3
1,24,82,72,1
1,13,88,69,1
1,1,129,79,1
1,90,83,48,1
1,64,144,97,3
1,44,119,54,0
1,59,67,31,3
1,23,146,99,0
1,12,105,85,1
1,15,124,88,1
1,62,105,21,0
1,28,124,60,3
1,26,61,20,3
1,5,165,90,1
1,55,133,37,1
1,94,98,25,1
1,23,104,92,1
1,16,110,88,0
1,2,26,22,1
1,42,146,58,1
1,5,79,58,1
1,36,92,46,2
1,69,122,87,0
1,11,61,57,1
1,73,74,27,0
1,95,76,5,1
1,85,16,7,1
1,83,130,46,0
1,26,111,33,0
1,48,139,70,0
1,11,65,35,1
1,20,181,83,1
1,69,113,31,0
1,52,132,59,0
1,94,44,23,1
1,33,31,7,0
1,95,165,97,1
1,92,166,75,1
1,40,27,8,0
1,16,56,13,0
1,19,98,44,0
1,31,92,64,3
1,93,46,32,1
1,0,100,1,1
1,53,57,34,0
1,24,155,60,1
1,42,152,62,1
1,17,89,41,0
1,87,54,29,1
1,53,68,24,2
1,82,48,19,0
1,57,98,5,1
1,11,134,89,1
1,66,185,86,1
1,3,111,67,1
1,73,159,75,0
1,98,68,22,1
1,91,124,39,1
1,33,82,0,0
1,59,187,88,1
1,67,104,14,1
1,25,71,3,0
1,79,84,19,0
1,52,88,39,2
1,71,179,95,0
1,38,89,51,2
1,97,136,43,1
1,73,96,57,0
1,14,147,69,1
1,58,56,27,3
1,17,98,88,1
1,12,144,51,1
1,55,97,93,1
1,11,122,83,1
1,26,42,24,0
1,98,112,42,1
1,2,84,20,1
1,90,105,70,1
1,98,143,81,1
1,23,60,44,0
1,17,81,47,0
1,72,99,81,0
1,83,167,89,0
1,44,94,43,2
1,57,88,35,3
1,52,83,3,0
1,88,114,61,1
1,18,156,59,1
1,29,106,77,3
1,39,124,59,0
1,35,88,61,3
1,40,98,97,1
1,62,73,30,3
