"NUEVA LICITACION / C. ERRORES","TIPO
ANUNCIO",EXPTE.,OBJETO,"FECHA
ANUNCIO",BOLETIN,Nº,"LINK ANUNCIO",ORGANISMO,LOCALIDAD,PROVINCIA,CCAA,TIPO,SECTOR,PCA.,PCT.,"PLAZO LIMITE OFERTAS","FECHA APERTURA PLICAS O SOBRES","CONTRATO TIPO","PROCEDIMIENTO ADJUDICACION","FORMA ADJUDICACION",CLASIFICACION,"OBJETO LOTES",,,"IMPORTE
S/IVA","IMPORTE
C/IVA","C. FINANC.",L1,L2,L3,UDS.,,"DURACION CONTRATO (MESES)","PRORROGA CONTRATO (MESES)","KEYWORDS
MARCAS/MODELOS",OBSERVACIONES,,
,LICITACION,SUM-15-402-SIST,"SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL Y SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",2015/11/27,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=da632b6d-fa74-4d06-9ed8-42d3e85b2383,"UMIVALE MUTUA DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES DE LA SEGURIDAD SOCIAL",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6656d48c-9a13-4280-9058-6ed1a1bb6ed6,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=736d6d38-6942-4bd3-a3bd-1904b1897962,2015/12/10,2015/12/17,SUMINISTRO,ABIERTO,CONCURSO,,"LOTE 1: SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL DE UMIVALE",,,,,COMPRA,SOFTWARE,"SW INFRAESTRUCTURA","S.O. SERVIDOR",2,,,,"MICROSOFT WINDOWS SERVER STD 2012 R2",,,
,LICITACION,SUM-15-402-SIST,"SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL Y SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",2015/11/27,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=da632b6d-fa74-4d06-9ed8-42d3e85b2383,"UMIVALE MUTUA DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES DE LA SEGURIDAD SOCIAL",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6656d48c-9a13-4280-9058-6ed1a1bb6ed6,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=736d6d38-6942-4bd3-a3bd-1904b1897962,2015/12/10,2015/12/17,SUMINISTRO,ABIERTO,CONCURSO,,"LOTE 1: SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL DE UMIVALE",,,,,COMPRA,HARDWARE,ALMACENAMIENTO,DISCOS,,,,,,"(2) 6TB SAS 7.2K",,
,LICITACION,SUM-15-402-SIST,"SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL Y SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",2015/11/27,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=da632b6d-fa74-4d06-9ed8-42d3e85b2383,"UMIVALE MUTUA DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES DE LA SEGURIDAD SOCIAL",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6656d48c-9a13-4280-9058-6ed1a1bb6ed6,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=736d6d38-6942-4bd3-a3bd-1904b1897962,2015/12/10,2015/12/17,SUMINISTRO,ABIERTO,CONCURSO,,"LOTE 1: SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL DE UMIVALE",,,,,COMPRA,HARDWARE,ALMACENAMIENTO,"SAN ELECTRONICA DE RED",1,,,,,"FC HBA PCI-E",,
,LICITACION,SUM-15-402-SIST,"SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL Y SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",2015/11/27,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=da632b6d-fa74-4d06-9ed8-42d3e85b2383,"UMIVALE MUTUA DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES DE LA SEGURIDAD SOCIAL",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6656d48c-9a13-4280-9058-6ed1a1bb6ed6,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=736d6d38-6942-4bd3-a3bd-1904b1897962,2015/12/10,2015/12/17,SUMINISTRO,ABIERTO,CONCURSO,,"LOTE 1: SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL DE UMIVALE",,,,,COMPRA,SERVICIOS,INTEGRACION,"SISTEMAS INTG",,,,,,,,
,LICITACION,SUM-15-402-SIST,"SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL Y SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",2015/11/27,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=da632b6d-fa74-4d06-9ed8-42d3e85b2383,"UMIVALE MUTUA DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES DE LA SEGURIDAD SOCIAL",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6656d48c-9a13-4280-9058-6ed1a1bb6ed6,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=736d6d38-6942-4bd3-a3bd-1904b1897962,2015/12/10,2015/12/17,SUMINISTRO,ABIERTO,CONCURSO,,"LOTE 2: SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",,,35500,,COMPRA,HARDWARE,SERVIDORES,"SISTEMAS DEPARTAMENTALES (1-2 VIAS)",2,,,,,"ENRACABLE, 2U",,
,LICITACION,SUM-15-402-SIST,"SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL Y SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",2015/11/27,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=da632b6d-fa74-4d06-9ed8-42d3e85b2383,"UMIVALE MUTUA DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES DE LA SEGURIDAD SOCIAL",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6656d48c-9a13-4280-9058-6ed1a1bb6ed6,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=736d6d38-6942-4bd3-a3bd-1904b1897962,2015/12/10,2015/12/17,SUMINISTRO,ABIERTO,CONCURSO,,"LOTE 2: SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",,,,,COMPRA,SOFTWARE,"SW INFRAESTRUCTURA","GESTION REDES Y SISTEMAS / ACCESO REMOTO",,,,,,,,
,LICITACION,SUM-15-402-SIST,"SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL Y SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",2015/11/27,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=da632b6d-fa74-4d06-9ed8-42d3e85b2383,"UMIVALE MUTUA DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES DE LA SEGURIDAD SOCIAL",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6656d48c-9a13-4280-9058-6ed1a1bb6ed6,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=736d6d38-6942-4bd3-a3bd-1904b1897962,2015/12/10,2015/12/17,SUMINISTRO,ABIERTO,CONCURSO,,"LOTE 2: SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",,,,,COMPRA,SOFTWARE,"SW INFRAESTRUCTURA","S.O. SERVIDOR",2,,,,"MICROSOFT WINDOWS SERVER STD 2012 R2",,,
,LICITACION,SUM-15-402-SIST,"SUMINISTRO E INSTALACION DE UN CONJUNTO DE SERVIDORES Y DISPOSITIVOS QUE PERMITAN CONSOLIDAR LA INFRAESTRUCTURA DE GESTION DOCUMENTAL Y SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",2015/11/27,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=da632b6d-fa74-4d06-9ed8-42d3e85b2383,"UMIVALE MUTUA DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES DE LA SEGURIDAD SOCIAL",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6656d48c-9a13-4280-9058-6ed1a1bb6ed6,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=736d6d38-6942-4bd3-a3bd-1904b1897962,2015/12/10,2015/12/17,SUMINISTRO,ABIERTO,CONCURSO,,"LOTE 2: SUMINISTRO E INSTALACION DE LA INFRAESTRUCTURA DE SERVIDORES QUE SOPORTEN EL SISTEMA DE CUADRO DE MANDO/CONTROL DE GESTION DE UMIVALE",,,,,COMPRA,SERVICIOS,INTEGRACION,"SISTEMAS INTG",,,,,,,,
,LICITACION,G-AA0076/PAT0,"CONTRATO PARA RENOVACION ANUAL 2016 DEL SERVICIO DE SOPORTE DE LICENCIAS SAP BUSINESS SUITE",2015/11/30,INTERNET,2015-0000018983,http://www.juntadeandalucia.es/contratacion/ContractNoticeDetail.action?code=2015-0000018983&pkCegr=&seeAll=Y&lite=lite,"AGENCIA DE OBRA PUBLICA – JUNTA DE ANDALUCIA",SEVILLA,SEVILLA,ANDALUCIA,CCAA,"FOMENTO / OBRAS PUBLICAS",http://www.juntadeandalucia.es/contratacion/document/download?refCode=2015-0000018983&refDoc=2015-0000018983-0,http://www.juntadeandalucia.es/contratacion/document/download?refCode=2015-0000018983&refDoc=2015-0000018983-1,2016/01/05,,SERVICIOS,ABIERTO,CONCURSO,,,,,"66251,46",,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","ACTUALIZACION / SOPORTE LICENCIAS SOFTWARE",,,12,,SAP,,,
,LICITACION,"05/2015 CO-SUM","SUMINISTRO PARA LA ADQUISICION E IMPLANTACION DEL MODULO DE GESTION DE ARCHIVO",2015/11/30,"BO LA RIOJA",150,http://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=2752448-1-PDF-497621,"AYUNTAMIENTO DE CALAHORRA",CALAHORRA,LOGROÑO,"LA RIOJA",EELL,"OTROS (SECTOR PUBLICO)",http://www.ayto-calahorra.es/portal/contratante/pc_contenedor1.jsp?seccion=s_lcontra_d10_v5.jsp&codResi=1&language=es&codbusqueda=193&layout=pc_contenedor1.jsp,,2015/12/09,,SUMINISTRO,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,,,COMPRA,SOFTWARE,"APLICACIONES HORIZONTALES","CMS / DMS / WFS / DAM (CONTENT MANAGEMENT SYSTEM, DOCUMENT MANAGEMENT SYSTEM, WORKFLOW SYSTEM, DIGITAL ASSET MANAGEMENT)",,,,,,,,
,LICITACION,"05/2015 CO-SUM","SUMINISTRO PARA LA ADQUISICION E IMPLANTACION DEL MODULO DE GESTION DE ARCHIVO",2015/11/30,"BO LA RIOJA",150,http://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=2752448-1-PDF-497621,"AYUNTAMIENTO DE CALAHORRA",CALAHORRA,LOGROÑO,"LA RIOJA",EELL,"OTROS (SECTOR PUBLICO)",http://www.ayto-calahorra.es/portal/contratante/pc_contenedor1.jsp?seccion=s_lcontra_d10_v5.jsp&codResi=1&language=es&codbusqueda=193&layout=pc_contenedor1.jsp,,2015/12/09,,SUMINISTRO,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,,,COMPRA,SERVICIOS,INTEGRACION,"SISTEMAS INTG",,,,,,,,
,LICITACION,"1ANT SERV","SERVICIO DE TELEASISTENCIA DOMICILIARIA DEL EXCMO. CABILDO INSULAR DE LA GOMERA",2015/11/30,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=39d07382-0686-4f80-b5f1-22f05fde5860,"CABILDO INSULAR DE LA GOMERA","SAN SEBASTIAN DE LA GOMERA","SANTA CRUZ DE TENERIFE",CANARIAS,EELL,"OTROS (SECTOR PUBLICO)",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=23b5a8c1-b47f-4acd-8754-5b6dd28154ae,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=42b33cc6-d1b4-4b3a-b6c6-2e57cdc48b27,2015/12/09,2015/12/10,SERVICIOS,ABIERTO,CONCURSO,,,,,"35992,44",,COMPRA,SOFTWARE,"APLICACIONES ESPECIFICAS O A MEDIDA",EMERGENCIAS,,,12,,,"PRECIO TERMINAL / MES 20,13 S/IGIC",,
,LICITACION,"1ANT SERV","SERVICIO DE TELEASISTENCIA DOMICILIARIA DEL EXCMO. CABILDO INSULAR DE LA GOMERA",2015/11/30,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=39d07382-0686-4f80-b5f1-22f05fde5860,"CABILDO INSULAR DE LA GOMERA","SAN SEBASTIAN DE LA GOMERA","SANTA CRUZ DE TENERIFE",CANARIAS,EELL,"OTROS (SECTOR PUBLICO)",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=23b5a8c1-b47f-4acd-8754-5b6dd28154ae,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=42b33cc6-d1b4-4b3a-b6c6-2e57cdc48b27,2015/12/09,2015/12/10,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,HARDWARE,"COMUNICACIONES HW","POSICIONAMIENTO / LOCALIZACION / NAVEGACION / GPS",149,,12,,,,,
,LICITACION,"1ANT SERV","SERVICIO DE TELEASISTENCIA DOMICILIARIA DEL EXCMO. CABILDO INSULAR DE LA GOMERA",2015/11/30,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=39d07382-0686-4f80-b5f1-22f05fde5860,"CABILDO INSULAR DE LA GOMERA","SAN SEBASTIAN DE LA GOMERA","SANTA CRUZ DE TENERIFE",CANARIAS,EELL,"OTROS (SECTOR PUBLICO)",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=23b5a8c1-b47f-4acd-8754-5b6dd28154ae,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=42b33cc6-d1b4-4b3a-b6c6-2e57cdc48b27,2015/12/09,2015/12/10,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"SOPORTE Y HELP DESK","OTROS SHD",,,12,,,,,
,LICITACION,"1ANT SERV","SERVICIO DE TELEASISTENCIA DOMICILIARIA DEL EXCMO. CABILDO INSULAR DE LA GOMERA",2015/11/30,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=39d07382-0686-4f80-b5f1-22f05fde5860,"CABILDO INSULAR DE LA GOMERA","SAN SEBASTIAN DE LA GOMERA","SANTA CRUZ DE TENERIFE",CANARIAS,EELL,"OTROS (SECTOR PUBLICO)",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=23b5a8c1-b47f-4acd-8754-5b6dd28154ae,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=42b33cc6-d1b4-4b3a-b6c6-2e57cdc48b27,2015/12/09,2015/12/10,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,INTEGRACION,"SISTEMAS INTG",,,12,,,,,
,LICITACION,1/16,"SERVICIO DE EXPLOTACION Y GESTION DE DATOS DE LA RED DE VIGILANCIA DE LA CALIDAD DEL AIRE DE LA COMUNIDAD AUTONOMA DE LA REGION DE MURCIA",2015/11/28,"BO REGION MURCIA",276,http://www.borm.es/borm/documento?obj=anu&id=738940,"CONSEJERIA DE AGUA, AGRICULTURA Y MEDIO AMBIENTE - MURCIA",MURCIA,MURCIA,MURCIA,CCAA,"AGRICULTURA, PESCA Y ALIMENTACION",https://www.carm.es/web/PDescarga?IDCONTENIDO=1618&PARAM=%3FidDocumento%3Dworkspace%3A%2F%2FSpacesStore%2F770192bc-70d6-4a6d-9ee3-9786b5941fa1%2F1.0%26fechaVersion%3D30112015095101%26descargar%3Dtrue,https://www.carm.es/web/PDescarga?IDCONTENIDO=1618&PARAM=%3FidDocumento%3Dworkspace%3A%2F%2FSpacesStore%2Fd6d41d58-5658-42bc-82fd-db3f1807224d%2F1.0%26fechaVersion%3D30112015095101%26descargar%3Dtrue,2015/12/09,,SERVICIOS,ABIERTO,CONCURSO,,,,,"112719,96",,COMPRA,SERVICIOS,"ASISTENCIA TECNICA","OTROS AT",,,12,,,"VALOR ESTIMADO: 196.212,60 S/IVA",,
,"CORRECCION ERRORES",21/2015,"SUMINISTRO DE ORDENADORES PERSONALES CON DESTINO A LA CONSEJERIA DE EDUCACION Y UNIVERSIDADES",2015/11/24,INTERNET,,http://www.gobcan.es/perfildelcontratante/anuncios/124700,"CONSEJERIA DE EDUCACION Y UNIVERSIDADES - CANARIAS","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",CANARIAS,CCAA,"EDUCACION, CULTURA Y DEPORTES",http://www.gobiernodecanarias.org/perfildelcontratante/contenido/inicio.iface,,2015/12/07,,SUMINISTRO,ABIERTO,CONCURSO,,,,,169000,,COMPRA,HARDWARE,"ORDENADORES PERSONALES",SOBREMESA,,,,,,"CE 01/12/15: RENUNCIA",,
,"CORRECCION ERRORES",21/2015,"SUMINISTRO DE ORDENADORES PERSONALES CON DESTINO A LA CONSEJERIA DE EDUCACION Y UNIVERSIDADES",2015/11/24,INTERNET,,http://www.gobcan.es/perfildelcontratante/anuncios/124700,"CONSEJERIA DE EDUCACION Y UNIVERSIDADES - CANARIAS","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",CANARIAS,CCAA,"EDUCACION, CULTURA Y DEPORTES",http://www.gobiernodecanarias.org/perfildelcontratante/contenido/inicio.iface,,2015/12/07,,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,HARDWARE,"ORDENADORES PERSONALES",PORTATILES,,,,,,,,
,"CORRECCION ERRORES",21/2015,"SUMINISTRO DE ORDENADORES PERSONALES CON DESTINO A LA CONSEJERIA DE EDUCACION Y UNIVERSIDADES",2015/11/24,INTERNET,,http://www.gobcan.es/perfildelcontratante/anuncios/124700,"CONSEJERIA DE EDUCACION Y UNIVERSIDADES - CANARIAS","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",CANARIAS,CCAA,"EDUCACION, CULTURA Y DEPORTES",http://www.gobiernodecanarias.org/perfildelcontratante/contenido/inicio.iface,,2015/12/07,,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,HARDWARE,PERIFERICOS,"MONITORES / DISPLAYS",,,,,,,,
,"CORRECCION ERRORES",21/2015,"SUMINISTRO DE ORDENADORES PERSONALES CON DESTINO A LA CONSEJERIA DE EDUCACION Y UNIVERSIDADES",2015/11/24,INTERNET,,http://www.gobcan.es/perfildelcontratante/anuncios/124700,"CONSEJERIA DE EDUCACION Y UNIVERSIDADES - CANARIAS","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",CANARIAS,CCAA,"EDUCACION, CULTURA Y DEPORTES",http://www.gobiernodecanarias.org/perfildelcontratante/contenido/inicio.iface,,2015/12/07,,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,SOFTWARE,"SW INFRAESTRUCTURA","S.O. CLIENTE",,,,,,,,
,LICITACION,55/2015,"SERVICIO DE SOPORTE DE SISTEMAS DE INFORMACION GESTION ECONOMICA, FINANCIERA, TRIBUTARIA Y PATRIMONIAL DE LA COMUNIDAD AUTONOMA DE LA REGION DE MURCIA",2015/11/27,INTERNET,,https://www.carm.es/web/pagina?IDCONTENIDO=1618&IDTIPO=200&RASTRO=c709$m&vigente=1&id=8a26229c5146ca29015148f195d321e0,"CONSEJERIA DE HACIENDA Y ADMINISTRACION PUBLICA - MURCIA",MURCIA,MURCIA,MURCIA,CCAA,"ECONOMIA Y HACIENDA",https://www.carm.es/web/PDescarga?IDCONTENIDO=1618&PARAM=%3FidDocumento%3Dworkspace%3A%2F%2FSpacesStore%2Fa0b43838-3999-46aa-8a30-a9f0b8c4b8a7%2F1.0%26fechaVersion%3D27112015133610%26descargar%3Dtrue,https://www.carm.es/web/PDescarga?IDCONTENIDO=1618&PARAM=%3FidDocumento%3Dworkspace%3A%2F%2FSpacesStore%2Feb23d8d5-377b-47bd-8af7-92bb2da6d95b%2F1.0%26fechaVersion%3D27112015133610%26descargar%3Dtrue,2015/12/21,,SERVICIOS,ABIERTO,CONCURSO,,,,,2477165,,COMPRA,SERVICIOS,"ASISTENCIA TECNICA",PROGRAMACION,,,36,36,"SAP/R3, QUESTOR, PORTAL TRIBUTARIO, …","VALOR ESTIMADO: 4.954.330 S/IVA; PERFIL: JEFE DE PROYECTO, (4) CONSULTOR, (4) ANALISTA, (5) ANALISTA PROGRAMADOR, (10) PROGRAMADOR; PRECIOS PERFIL/HORA",,
